0.023219954,131.726
0.034829931,295.339
0.046439909,150.296
0.058049886,150.777
0.069659863,150.818
0.081269841,150.976
0.092879818,150.883
0.104489795,150.927
0.116099773,151.167
0.127709750,151.39
0.139319727,151.281
0.150929705,75.5486
0.162539682,151.344
0.174149659,150.795
0.185759637,75.5105
0.197369614,169.988
0.208979591,169.452
0.220589569,169.501
0.232199546,169.566
0.243809523,169.609
0.255419501,169.482
0.267029478,169.521
0.278639455,169.831
0.290249433,169.995
0.301859410,170.224
0.313469387,170.149
0.325079365,170.172
0.336689342,170.162
0.348299319,170.113
0.359909297,170.122
0.371519274,165.308
0.383129251,112.792
0.394739229,112.392
0.406349206,112.444
0.417959183,112.417
0.429569160,112.443
0.441179138,112.598
0.452789115,112.75
0.464399092,112.768
0.476009070,112.863
0.487619047,112.822
0.499229024,112.929
0.510839002,112.893
0.522448979,113.055
0.534058956,113.197
0.545668934,169.111
0.557278911,169.511
0.568888888,169.537
0.580498866,169.566
0.592108843,169.544
0.603718820,169.309
0.615328798,169.436
0.626938775,169.518
0.638548752,169.566
0.650158730,169.589
0.661768707,169.72
0.673378684,169.648
0.684988662,169.625
0.696598639,169.557
0.708208616,151.716
0.719818594,150.94
0.731428571,150.798
0.743038548,150.903
0.754648526,150.903
0.766258503,150.829
0.777868480,150.713
0.789478458,150.653
0.801088435,150.463
0.812698412,150.563
0.824308390,170.077
0.835918367,169.199
0.847528344,169.446
0.859138321,169.802
0.870748299,169.342
0.882358276,112.707
0.893968253,112.52
0.905578231,112.493
0.917188208,112.567
0.928798185,112.563
0.940408163,112.566
0.952018140,112.433
0.963628117,112.437
0.975238095,112.534
0.986848072,112.579
0.998458049,112.671
1.010068027,112.739
1.021678004,112.683
1.033287981,112.424
1.044897959,133.337
1.056507936,133.969
1.068117913,133.953
1.079727891,133.884
1.091337868,133.998
1.102947845,134.167
1.114557823,134.32
1.126167800,134.404
1.137777777,134.41
1.149387755,134.72
1.160997732,134.572
1.172607709,134.386
1.184217687,134.464
1.195827664,134.388
1.207437641,127.359
1.219047619,126.428
1.230657596,126.314
1.242267573,126.341
1.253877551,126.477
1.265487528,126.521
1.277097505,126.448
1.288707482,126.806
1.300317460,127.016
1.311927437,127
1.323537414,127.007
1.335147392,134.204
1.346757369,134.794
1.358367346,134.142
1.369977324,134.263
1.381587301,112.716
1.393197278,112.448
1.404807256,112.454
1.416417233,112.49
1.428027210,112.589
1.439637188,112.615
1.451247165,112.582
1.462857142,112.605
1.474467120,112.572
1.486077097,112.688
1.497687074,112.727
1.509297052,112.642
1.520907029,126.916
1.532517006,113.795
1.544126984,126.58
1.555736961,126.366
1.567346938,126.386
1.578956916,126.457
1.590566893,126.386
1.602176870,126.423
1.613786848,126.47
1.625396825,126.51
1.637006802,126.586
1.648616780,126.731
1.660226757,126.719
1.671836734,126.748
1.683446712,126.6
1.695056689,126.586
1.706666666,133.626
1.718276643,133.918
1.729886621,133.99
1.741496598,133.947
1.753106575,133.986
1.764716553,134.006
1.776326530,134.006
1.787936507,133.933
1.799546485,134.106
1.811156462,134
1.822766439,134.079
1.834376417,134.242
1.845986394,133.939
1.857596371,133.933
1.869206349,134.961
1.880816326,150.466
1.892426303,150.883
1.904036281,150.772
1.915646258,150.849
1.927256235,150.875
1.938866213,151.007
1.950476190,151.154
1.962086167,151.455
1.973696145,151.528
1.985306122,151.518
1.996916099,151.951
2.008526077,151.414
2.020136054,151.844
2.031746031,151.087
2.043356009,149.898
2.054965986,150.666
2.066575963,150.798
2.078185941,150.932
2.089795918,150.921
2.101405895,150.888
2.113015873,151.092
2.124625850,151.364
2.136235827,151.354
2.147845804,151.209
2.159455782,151.318
2.171065759,151.064
2.182675736,75.4885
2.194285714,169.752
2.205895691,169.446
2.217505668,169.446
2.229115646,169.56
2.240725623,169.589
2.252335600,169.524
2.263945578,169.446
2.275555555,169.739
2.287165532,169.916
2.298775510,170.149
2.310385487,170.218
2.321995464,170.208
2.333605442,170.293
2.345215419,170.113
2.356825396,170.349
2.368435374,168.481
2.380045351,140.793
2.391655328,112.431
2.403265306,112.411
2.414875283,112.427
2.426485260,112.408
2.438095238,112.55
2.449705215,112.71
2.461315192,112.77
2.472925170,112.808
2.484535147,112.841
2.496145124,112.88
2.507755102,112.879
2.519365079,112.938
2.530975056,113.232
2.542585034,169.144
