0.011609977,169.518,0.174149659,1
0.185759637,56.6045,0.162539682,1
0.348299319,169.436,0.162539682,1
0.510839002,75.5292,0.174149659,1
0.684988662,112.566,0.162539682,1
0.847528344,133.685,0.162539682,1
1.010068027,126.347,0.174149659,1
1.184217687,134.132,0.162539682,1
1.346757369,126.417,0.162539682,1
1.509297052,133.817,0.174149659,1
1.683446712,150.713,0.162539682,1
1.845986394,150.932,0.162539682,1
2.008526077,169.501,0.174149659,1
2.182675736,56.6161,0.162539682,1
2.345215419,169.459,0.162539682,1
2.507755102,75.5059,0.174149659,1
2.681904761,112.566,0.162539682,1
2.844444444,133.738,0.174149659,1
3.018594104,126.316,0.162539682,1
3.181133786,112.556,0.174149659,1
3.355283446,126.432,0.162539682,1
3.517823129,133.839,0.162539682,1
3.680362811,150.731,0.162539682,1
3.842902494,150.816,0.174149659,1
4.017052154,169.508,0.162539682,1
4.179591836,112.478,0.174149659,1
4.353741496,169.462,0.162539682,1
4.516281179,75.5008,0.162539682,1
4.678820861,112.567,0.174149659,1
4.852970521,133.683,0.162539682,1
5.015510204,126.287,0.162539682,1
5.178049886,112.533,0.174149659,1
5.352199546,126.426,0.162539682,1
5.514739229,133.819,0.162539682,1
5.677278911,150.741,0.174149659,1
5.851428571,150.844,0.162539682,1
6.013968253,169.527,0.162539682,1
6.176507936,112.481,0.174149659,1
6.350657596,169.475,0.162539682,1
6.513197278,75.5034,0.174149659,1
6.687346938,112.569,0.162539682,1
6.849886621,133.705,0.162539682,1
7.012426303,126.224,0.162539682,1
7.174965986,112.546,0.174149659,1
7.349115646,126.423,0.162539682,1
7.511655328,133.861,0.174149659,1
7.685804988,150.767,0.162539682,1
7.848344671,150.901,0.162539682,1
8.010884353,169.505,0.174149659,1
8.185034013,112.487,0.162539682,1
8.347573696,169.475,0.162539682,1
8.510113378,75.4988,0.174149659,1
8.684263038,112.592,0.162539682,1
8.846802721,133.661,0.162539682,1
9.009342403,126.303,0.174149659,1
9.183492063,112.491,0.162539682,1
9.346031746,126.419,0.162539682,1
9.508571428,133.835,0.174149659,1
9.682721088,150.769,0.162539682,1
9.845260770,150.947,0.162539682,1
10.007800453,169.534,0.174149659,1
10.181950113,112.55,0.162539682,1
10.344489795,169.482,0.174149659,1
10.518639455,84.8869,0.162539682,1
10.681179138,112.586,0.162539682,1
10.843718820,133.707,0.174149659,1
11.017868480,126.281,0.162539682,1
11.180408163,112.47,0.174149659,1
11.354557823,126.417,0.162539682,1
11.517097505,133.833,0.162539682,1
11.679637188,150.764,0.162539682,1
11.842176870,150.999,0.162539682,1
12.004716553,169.482,0.174149659,1
12.178866213,112.494,0.174149659,1
12.353015873,169.495,0.162539682,1
12.515555555,75.4891,0.162539682,1
12.678095238,112.609,0.174149659,1
12.852244897,133.699,0.162539682,1
13.014784580,126.215,0.162539682,1
13.177324263,112.513,0.174149659,1
13.351473922,126.464,0.162539682,1
13.514013605,133.906,0.174149659,1
13.688163265,150.767,0.162539682,1
13.850702947,134.138,0.162539682,1
14.013242630,126.437,0.162539682,1
14.175782312,151.118,0.174149659,1
14.349931972,254.597,0.162539682,1
14.512471655,127.363,0.174149659,1
14.686621315,507.217,0.162539682,1
14.849160997,254.648,0.162539682,1
15.011700680,254.501,0.174149659,1
15.185850340,254.67,0.162539682,1
15.348390022,254.692,0.162539682,1
15.510929705,507.422,0.174149659,1
15.685079365,72.7447,0.150929705,1
15.836009070,63.6203,0.150929705,1
15.986938775,127.333,0.336689342,1
16.323628117,127.293,0.174149659,1
16.497777777,127.172,0.162539682,1
16.660317460,126.874,0.162539682,1
16.822857142,127.368,0.162539682,1
16.985396825,127.084,0.174149659,1
17.159546485,127.332,0.162539682,1
17.322086167,393.294,0.162539682,1
17.484625850,226.537,0.174149659,1
17.658775510,387.505,0.162539682,1
17.821315192,57.5005,0.174149659,1
17.995464852,403.883,0.325079365,1
18.320544217,416.647,0.174149659,1
18.494693877,197.404,0.162539682,1
18.657233560,127.737,0.162539682,1
18.819773242,56.7907,0.174149659,1
18.993922902,507.305,0.162539682,1
19.156462585,85.1919,0.174149659,1
19.330612244,170.109,0.162539682,1
19.493151927,510.092,0.162539682,1
19.655691609,169.802,0.174149659,1
19.829841269,170.073,0.162539682,1
19.992380952,113.607,0.162539682,1
20.154920634,101.47,0.174149659,1
20.329070294,56.8834,0.162539682,1
20.491609977,84.7393,0.174149659,1
20.665759637,100.457,0.150929705,1
20.816689342,170.08,0.162539682,1
20.979229024,101.904,0.174149659,1
21.153378684,101.629,0.174149659,1
21.327528344,76.3954,0.162539682,1
21.490068027,67.7872,0.174149659,1
